userId;timestamp;accountId;propertyId;business;salePrice;rentPrice;lat;lon
06fa82920e52b17ae82297307334f4d4;1442600560318;81695;56367445;RENTA;0;800;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442600597897;81695;56367445;RENTA;0;800;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442600678682;81695;56367510;RENTA;0;800;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442600716484;81695;56367535;RENTA;0;800;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442600799813;81695;56367540;RENTA;0;800;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442600834876;81695;56367508;RENTA;0;800;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442600946533;81695;56367478;RENTA;0;1000;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442600993646;81695;56367521;RENTA;0;1000;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442601037054;81695;54737268;RENTA;0;1000;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442601101645;77150;50909073;RENTA;0;800;-23.7610175;-45.412018
06fa82920e52b17ae82297307334f4d4;1442601380878;81695;56367536;RENTA;0;800;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442601475345;81695;56367475;RENTA;0;600;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442601527642;81695;54737278;RENTA;0;1000;-23.766872;-45.743613
06fa82920e52b17ae82297307334f4d4;1442601635535;81695;52728343;RENTA;0;600;-23.766872;-45.743613
08dd84a18dd7714f1aa23efa1543d136;1442598860812;95890;52476597;RENTA;0;1500;-23.534587;-46.654178
08dd84a18dd7714f1aa23efa1543d136;1442599442928;39614;54259255;RENTA;0;1500;-23.5318216;-46.65605069999999
08dd84a18dd7714f1aa23efa1543d136;1442600570354;55522;41230177;RENTA;0;1100;-23.5426645;-46.6391588
08dd84a18dd7714f1aa23efa1543d136;1442600959132;55522;41230177;RENTA;0;1100;-23.5426645;-46.6391588
08dd84a18dd7714f1aa23efa1543d136;1442601267900;81282;54721029;RENTA;0;1200;-23.5426645;-46.6391588
08dd84a18dd7714f1aa23efa1543d136;1442601471482;55522;41230177;RENTA;0;1100;-23.5426645;-46.6391588
08dd84a18dd7714f1aa23efa1543d136;1442601894748;10985;48323139;RENTA;0;1300;-23.545786;-46.640627
08dd84a18dd7714f1aa23efa1543d136;1442602524342;55522;41230177;RENTA;0;1100;-23.5426645;-46.6391588
08dd84a18dd7714f1aa23efa1543d136;1442602569415;55522;41230177;RENTA;0;1100;-23.5426645;-46.6391588
